房名信息,地点,房屋情况,房源情况,所在地区,关注/发布时间,价格（万）,单价
力高花园大4房，大门前面是天虹，看房有钥匙,力高君御国际 , | 4室2厅 | 88.72平米 | 南 | 毛坯,中楼层(共35层)2016年建板塔结合  -  ,坪山,29人关注 / 9个月以前发布,345,单价38887元/平米
嘉葆润13年次新房，70年产权复式 业主诚心卖,嘉葆润金座 , | 2室1厅 | 35.16平米 | 北 | 简装,低楼层(共20层)2013年建板塔结合  -  ,新洲,80人关注 / 2个月以前发布,279,单价79352元/平米
满五唯一 无个税 东南向 看海 标准四房两卫,阳光带海滨城一期 , | 4室2厅 | 145.08平米 | 东南 | 简装,低楼层(共29层)2003年建塔楼  -  ,科技园,8人关注 / 4个月以前发布,1680,单价115799元/平米
波托菲诺 高层 东南向 3+1房 视野开阔 诚心出售,波托菲诺侨香诺园 , | 3室2厅 | 129.3平米 | 东南 | 简装,中楼层(共29层)2008年建板塔结合  -  ,华侨城,6人关注 / 2个月以前发布,1350,单价104409元/平米
汇港名苑 万科物业小区 宜居两房  满五唯一,汇港名苑 , | 2室1厅 | 79.02平米 | 西北 | 简装,低楼层(共31层)2003年建板塔结合  -  ,赤尾,22人关注 / 30天以前发布,435,单价55050元/平米
大花园社区中间楼层大三房税费少,灵芝新村 , | 3室2厅 | 84.9平米 | 西北 | 简装,中楼层(共6层)1988年建板楼  -  ,新安,3人关注 / 28天以前发布,528,单价62191元/平米
福田体育公园旁 精装修小户型 业主诚心卖,韵动家园 , | 1室1厅 | 41.72平米 | 东 | 精装,中楼层(共29层)2005年建板塔结合  -  ,新洲,49人关注 / 25天以前发布,273,单价65437元/平米
高楼层、采光充足、特殊户型、地铁口物业,阳光新干线家园 , | 1室1厅 | 40.71平米 | 西北 | 简装,中楼层(共33层)2005年建板塔结合  -  ,春风路,206人关注 / 8个月以前发布,188,单价46181元/平米
深圳后花园，一房*两房户型，业主欲换房，诚心卖,天越翔园 , | 1室1厅 | 45.12平米 | 东北 | 精装,高楼层(共20层)2007年建板塔结合  -  ,莲塘,8人关注 / 5个月以前发布,255,单价56516元/平米
花园社区 单价低 地铁口年物业 户型方正,京基御景华城 , | 2室1厅 | 65.09平米 | 西北 | 精装,低楼层(共36层)2005年建塔楼  -  ,赤尾,153人关注 / 4个月以前发布,400,单价61454元/平米
金城华庭两房业主诚心出售，看房方便。,金城华庭 , | 2室1厅 | 50.67平米 | 南 | 精装,中楼层(共24层)2003年建塔楼  -  ,螺岭,25人关注 / 3个月以前发布,395,单价77956元/平米
佳兆业大都汇 地铁两房 总价低 急卖,佳兆业大都汇 , | 2室1厅 | 59.51平米 | 南 | 简装,低楼层(共33层)2011年建板塔结合  -  ,布吉关,257人关注 / 2个月以前发布,185,单价31088元/平米
总价低成本购置两房，两个卧室均大，住家投姿均可,京基御景华城 , | 2室1厅 | 46平米 | 西北 | 精装,低楼层(共34层)2005年建板塔结合  -  ,赤尾,69人关注 / 2个月以前发布,300,单价65218元/平米
复式电梯两房，5号线灵芝地铁站距离1公里,白金时代 , | 2室2厅 | 43.26平米 | 东南 | 简装,中楼层(共15层)2004年建板塔结合  -  ,新安,331人关注 / 2个月以前发布,285,单价65881元/平米
骏庭名园经典两房 满2年 位置好 户型方正 诚意出售,骏庭名园 , | 2室1厅 | 58.01平米 | 西北 | 简装,低楼层(共31层)2001年建板塔结合  -  ,地王,21人关注 / 1个月以前发布,290,单价49992元/平米
满五年红本 南向两房看花园 高楼层无遮挡 精装修,星海名城一期三组团 , | 2室2厅 | 63.98平米 | 东南 | 精装,中楼层(共9层)2000年建板塔结合  -  ,前海,29人关注 / 1个月以前发布,510,单价79713元/平米
星海名城五期2房，客厅出阳台朝东南，安静看小区,星海名城五期 , | 2室1厅 | 52.02平米 | 东南 | 简装,低楼层(共32层)2006年建塔楼  -  ,前海,28人关注 / 1个月以前发布,475,单价91312元/平米
南山南油 来福士百富大厦 精装2房拎包入住 满五年,百富大厦南山区 , | 2室2厅 | 65.84平米 | 东 | 精装,低楼层(共24层)2004年建板塔结合  -  ,南山中心,10人关注 / 1个月以前发布,468,单价71082元/平米
正规一房一厅  安静 近深大 双地铁,中润百分百公寓 , | 1室1厅 | 43.11平米 | 西南 | 简装,低楼层(共25层)2004年建板塔结合  -  ,南山中心,4人关注 / 1个月以前发布,335,单价77709元/平米
南北通2房，总价低，全新装修，随时可以看房,中海怡瑞山居 , | 2室1厅 | 66.08平米 | 南 | 精装,高楼层(共6层)2006年建板楼  -  ,布吉石芽岭,52人关注 / 1个月以前发布,245,单价37077元/平米
港湾花园 经典两房户型 满五年唯一税费少 着急出售,港湾花园 , | 2室1厅 | 66.61平米 | 东北 | 简装,低楼层(共10层)2003年建板楼  -  ,蛇口,12人关注 / 15天以前发布,460,单价69059元/平米
前海花园三期，好房出售，业主诚意出售,前海花园三期 , | 3室2厅 | 88.45平米 | 西北 | 简装,中楼层(共17层)2004年建板塔结合  -  ,前海,30人关注 / 4个月以前发布,573,单价64783元/平米
泰然广场，正规三房，户型方正，适合居家,泰然广场 , | 3室2厅 | 94.33平米 | 南 | 简装,中楼层(共7层)1997年建板塔结合  -  ,上下沙,3人关注 / 28天以前发布,530,单价56186元/平米
文竹园正规两房，朝南向，看房方便,文竹园 , | 2室1厅 | 58.5平米 | 南 | 简装,高楼层(共7层)1988年建板楼  -  ,蛇口,2人关注 / 22天以前发布,510,单价87180元/平米
前排南向 安静舒适 地铁口 满两年,益田村 , | 3室2厅 | 97.09平米 | 南 | 简装,低楼层(共28层)2002年建板塔结合  -  ,石厦,47人关注 / 一年前发布,620,单价63859元/平米
中翠花园80.31的户型方正的三房,中翠花园 , | 3室2厅 | 80.31平米 | 东北 | 简装,低楼层(共11层)2004年建板塔结合  -  ,布吉大芬,113人关注 / 一年前发布,335,单价41714元/平米
双地铁口物业+深圳东站 龙珠花园,龙珠花园 , | 3室1厅 | 89.32平米 | 东北 北 | 简装,低楼层(共29层)1996年建板塔结合  -  ,布吉关,9人关注 / 5个月以前发布,283,单价31684元/平米
雍翠华庭 IBC旁边  全明户型 地处罗湖大动脉,雍翠华府 , | 2室2厅 | 68平米 | 南 | 精装,中楼层(共35层)2004年建板塔结合  -  ,布心,9人关注 / 2个月以前发布,360,单价52942元/平米
精装三房，视野开阔，通风采光佳，买来拎包入住。,帝涛豪园 , | 3室2厅 | 91.54平米 | 西北 | 精装,高楼层(共25层)2002年建塔楼  -  ,福田保税区,9人关注 / 1个月以前发布,610,单价66638元/平米
全新装修小两房  中间楼层  红本在手 看房有钥匙,凤凰雅居 , | 2室1厅 | 47.66平米 | 东南 | 精装,中楼层(共30层)2009年建板塔结合  -  ,桃源居,83人关注 / 1个月以前发布,325,单价68192元/平米
都市花园东向方正两房，地段好，诚心出售,都市花园 , | 2室1厅 | 63.45平米 | 东 | 简装,中楼层(共13层)1999年建板楼  -  ,车公庙,30人关注 / 1个月以前发布,420,单价66194元/平米
蓝宝石名庭 高楼层一房 视野采光好,蓝宝石名庭 , | 1室1厅 | 45.86平米 | 北 | 精装,高楼层(共12层)2003年建塔楼  -  ,梅林,121人关注 / 3个月以前发布,260,单价56695元/平米
满五年，H本在手，优，精装修，保养好，交通便利,东悦名轩 , | 1室1厅 | 37.07平米 | 东北 | 精装,低楼层(共33层)2004年建塔楼  -  ,东门,3人关注 / 8天以前发布,239,单价64473元/平米
麒麟花园电梯房，朝南向两房，满五唯一，花园社区,麒麟花园A区 , | 2室1厅 | 82平米 | 南 | 简装,高楼层(共12层)2001年建板塔结合  -  ,南头,4人关注 / 7个月以前发布,740,单价90244元/平米
此房装修漂亮.满五唯一.税费很低！,桃源居十六区 , | 2室2厅 | 84.33平米 | 南 | 精装,高楼层(共18层)2009年建板楼  -  ,桃源居,51人关注 / 4个月以前发布,430,单价50991元/平米
绿茵华庭精装两房，满五唯一，红本在手，仅契税,绿茵华庭 , | 2室1厅 | 68.15平米 | 南 | 精装,中楼层(共7层)2002年建板塔结合  -  ,龙华中心,135人关注 / 3个月以前发布,278,单价40793元/平米
【居家必看】 满五唯一税费少 三阳台大3房  随时看房,佳兆业上品雅园 , | 3室2厅 | 88.22平米 | 西北 | 精装,低楼层(共32层)2010年建塔楼  -  ,坂田,12人关注 / 1个月以前发布,570,单价64612元/平米
梅林碧华庭居 106平经典三房 带大阳台 安静,碧华庭居 , | 3室1厅 | 106.81平米 | 东南 | 精装,低楼层(共17层)2000年建塔楼  -  ,梅林,7人关注 / 10天以前发布,638,单价59733元/平米
德兴大厦两房一厅 业主诚心出售 看房方便有钥匙 急卖,德兴大厦 , | 2室1厅 | 38.1平米 | 西南 | 简装,低楼层(共30层)1984年建塔楼  -  ,罗湖口岸,29人关注 / 8天以前发布,168,单价44095元/平米
苹果园 3室1厅 360万,苹果园 , | 3室1厅 | 76.65平米 | 南 | 简装,高楼层(共17层)2004年建板塔结合  -  ,龙华新区,93人关注 / 一年前发布,360,单价46967元/平米
广博星海华庭 小区安静舒适，宜居，户型方正。,广博星海华庭 , | 2室2厅 | 72.51平米 | 西 | 精装,高楼层(共18层)2005年建板塔结合  -  ,蛇口,26人关注 / 一年前发布,620,单价85506元/平米
满五红本 高楼层 朝南户型 精装修,东乐花园 , | 3室2厅 | 83.5平米 | 西南 | 精装,高楼层(共28层)1992年建板塔结合  -  ,百仕达,29人关注 / 8个月以前发布,355,单价42515元/平米
装修好，中高层，景观好，楼龄较新，得房率高,米兰公寓 , | 2室2厅 | 72.65平米 | 西南 | 精装,高楼层(共18层)2005年建板塔结合  -  ,蛇口,41人关注 / 6个月以前发布,530,单价72953元/平米
太古城南区，满2年，有钥匙方便看，东南看部分海景,太古城南 , | 1室1厅 | 42.19平米 | 东南 南 | 精装,中楼层(共24层)2010年建塔楼  -  ,深圳湾,23人关注 / 4个月以前发布,700,单价165917元/平米
都市名园 花园社区 大户型居家 业主诚意卖,都市名园 , | 4室2厅 | 119.31平米 | 东北 | 精装,高楼层(共32层)2000年建板塔结合  -  ,万象城,43人关注 / 4个月以前发布,580,单价48613元/平米
业主诚信出售。红本在手。厅出阳台！户型方正！,颐安都会中央二期 , | 3室2厅 | 88.04平米 | 东南 | 毛坯,中楼层(共31层)2016年建塔楼  -  ,大运新城,40人关注 / 2个月以前发布,455,单价51682元/平米
白石龙正地铁口刚需小户，实用可拓展，低总价上车盘！,汇龙苑 , | 1室1厅 | 53.11平米 | 西北 | 简装,高楼层(共6层)2004年建板塔结合  -  ,梅林关,25人关注 / 23天以前发布,275,单价51780元/平米
深圳福田CBD地段 高层景观佳 无法复製的地段 满五唯一,高发城驰苑 , | 2室2厅 | 58.88平米 | 北 | 精装,中楼层(共32层)2008年建塔楼  -  ,皇岗,84人关注 / 1个月以前发布,430,单价73030元/平米
2房，客厅出阳台，住家安静 看山景，12号地铁口,凤凰雅居 , | 2室1厅 | 50.33平米 | 南 | 简装,高楼层(共30层)2009年建板塔结合  -  ,桃源居,24人关注 / 14天以前发布,332,单价65965元/平米
业主自住 低总价4房 红本在手 满5年 看房方便,阳光四季 , | 4室2厅 | 121.35平米 | 北 | 精装,高楼层(共30层)2000年建板塔结合  -  ,石厦,12人关注 / 14天以前发布,900,单价74166元/平米
香山里花园 视野开阔 四房 居住舒适,香山里 , | 4室2厅 | 162.26平米 | 南 北 | 精装,高楼层(共32层)2010年建板塔结合  -  ,华侨城,129人关注 / 8个月以前发布,1218,单价75065元/平米
陶然居 2室1厅 338万,陶然居 , | 2室1厅 | 55.7平米 | 南 | 精装,低楼层(共6层)2001年建板楼  -  ,华侨城,32人关注 / 31天以前发布,338,单价60683元/平米
理想家园 3室2厅 365万,理想家园 , | 3室2厅 | 87.26平米 | 东南 | 简装,中楼层(共9层)2005年建板塔结合  -  ,布吉关,33人关注 / 一年前发布,365,单价41830元/平米
京基东方都会高楼层一房，满五视野好,京基东方都会 , | 1室1厅 | 35.7平米 | 西 | 简装,高楼层(共32层)2004年建板塔结合  -  ,新秀,67人关注 / 一年前发布,185,单价51821元/平米
后海  东南向大三房  双阳台  诚意出售,青春家园 , | 3室2厅 | 104.69平米 | 东南 | 简装,高楼层(共27层)2002年建板塔结合  -  ,南山中心,10人关注 / 31天以前发布,835,单价79760元/平米
73区三房  近宝安公园 满五唯一 红本在手 税费低,73区 , | 3室2厅 | 78平米 | 东南 | 精装,高楼层(共7层)1993年建板塔结合  -  ,西乡,39人关注 / 3个月以前发布,315,单价40385元/平米
金水湾御园标准两房，满五年唯一，红本在手,金水湾御园 , | 2室1厅 | 47.6平米 | 北 | 简装,低楼层(共23层)2008年建塔楼  -  ,盐田港,7人关注 / 24天以前发布,215,单价45169元/平米
红本在手，税费成本少。看空中花园和马路,碧海蓝天名苑 , | 2室2厅 | 66.56平米 | 西北 | 精装,高楼层(共32层)2002年建板塔结合  -  ,沙头角,4人关注 / 20天以前发布,298,单价44772元/平米
罗湖庐山花园大三房 向西村地铁物业满五唯一,庐山花园 , | 3室1厅 | 91.04平米 | 东南 | 简装,低楼层(共30层)1995年建板塔结合  -  ,罗湖口岸,19人关注 / 7天以前发布,318,单价34930元/平米
泰华明珠带20平大露台高楼层 采光通风无限好,泰华明珠 , | 4室1厅 | 118.38平米 | 东北 | 精装,高楼层(共33层)2003年建塔楼  -  ,西乡,11人关注 / 一年前发布,540,单价45616元/平米
雅馨居经典南向两房双阳台，住家舒适，抵押有少量欠款,TCL雅馨居 , | 2室1厅 | 60.32平米 | 南 | 精装,中楼层(共29层)2002年建塔楼  -  ,地王,52人关注 / 4个月以前发布,324,单价53714元/平米
电梯复式两房，近地铁口，税少，诚心急售,白金时代 , | 2室2厅 | 43.9平米 | 北 | 精装,低楼层(共15层)2004年建板塔结合  -  ,新安,32人关注 / 2个月以前发布,290,单价66060元/平米
7号线珠光站 龙都花园 交通便利 居家舒适,龙都花园 , | 4室2厅 | 114.43平米 | 南 | 简装,中楼层(共7层)1999年建板楼  -  ,西丽,4人关注 / 1个月以前发布,630,单价55056元/平米
购物方便 ，满5年唯一住房，户型方正 通风 采光好,天越翔园 , | 1室1厅 | 33.21平米 | 北 | 精装,中楼层(共20层)2007年建板塔结合  -  ,莲塘,11人关注 / 2个月以前发布,178,单价53599元/平米
龙珠花园 2房 客厅出阳台 满五年 红本,龙珠花园 , | 2室1厅 | 59.31平米 | 北 | 简装,中楼层(共30层)1999年建板塔结合  -  ,布吉关,15人关注 / 2个月以前发布,238,单价40129元/平米
大花园社区   通风采光好 户型方正 客厅出阳台,正兆景嘉园 , | 3室2厅 | 89.32平米 | 南 | 精装,高楼层(共16层)2016年建板塔结合  -  ,公明,23人关注 / 1个月以前发布,359,单价40193元/平米
本房满五年唯一，红本在手，高楼层，采光好， 税费少,绿洲丰和 , | 2室1厅 | 65.66平米 | 南 | 精装,高楼层(共30层)2005年建板塔结合  -  ,石厦,11人关注 / 1个月以前发布,616,单价93817元/平米
别墅群一楼带大花园大三房拎包入住,梧桐花园 ,  | 独栋别墅 | 3室2厅 | 120.82平米 | 南 | 精装,1层1996年建暂无数据  -  ,横岗,9人关注 / 27天以前发布,430,单价35591元/平米
小高层  一梯两户 低户比 户户通透  前后看花园,桃源居九区 , | 3室2厅 | 118.53平米 | 南 北 | 简装,低楼层(共10层)2004年建板塔结合  -  ,桃源居,4人关注 / 23天以前发布,520,单价43871元/平米
深业东岭 大3房 毛坯 看黄贝岭山,深业东岭 , | 3室2厅 | 106.94平米 | 北 | 毛坯,低楼层(共38层)2018年建塔楼  -  ,黄贝岭,12人关注 / 3个月以前发布,660,单价61717元/平米
桃源居新区 刚需好房，买房不是难事,桃源居十六区 , | 3室2厅 | 83.44平米 | 南 | 精装,中楼层(共18层)2009年建板楼  -  ,桃源居,12人关注 / 26天以前发布,445,单价53332元/平米
桃源村一期 3室2厅 480万,桃源村一期 , | 3室2厅 | 75.74平米 | 南 | 简装,高楼层(共7层)1997年建板楼  -  ,西丽,0人关注 / 21天以前发布,480,单价63375元/平米
